id,group,lat,lon,year,cycle,score_mlp
4927311709,presence,67.12747,20.92726,2024.0,2010,0.9744140307108561
4927312676,presence,63.93044,18.9753,2024.0,2010,0.9453164140383402
4927313944,presence,63.97386,18.81974,2024.0,2010,0.9479415019353231
4927313960,presence,61.01747,14.44831,2024.0,2010,0.9657507538795471
4927314034,presence,61.08041,14.48385,2024.0,2010,0.7001503904660543
4927314419,presence,65.97179,19.04363,2024.0,2010,0.9677151441574097
4927315194,presence,66.65855,18.96578,2024.0,2010,0.5115485290686289
4927315517,presence,67.13781,20.91786,2024.0,2010,0.5417103469371796
4927315889,presence,61.91322,12.66266,2024.0,2010,0.9694146315256754
4927316702,presence,67.12781,20.92778,2024.0,2010,0.9728297193845113
4927317599,presence,66.61136,19.28321,2024.0,2010,0.8639154235521952
4927317768,presence,63.97432,18.81508,2024.0,2010,0.9279152552286783
4927319082,presence,65.25519,21.53878,2024.0,2010,0.9217820167541504
4927320363,presence,65.97412,19.04415,2024.0,2010,0.9658125042915344
4927320620,presence,63.93293,18.99133,2024.0,2010,0.9486070672671
4927321783,presence,66.65859,18.966,2024.0,2010,0.3834397296110789
4927323970,presence,63.97359,18.82086,2024.0,2010,0.9410082896550497
4927324103,presence,67.13523,20.91035,2024.0,2010,0.7740003069241842
4927324259,presence,61.0955,14.47471,2024.0,2010,0.8077400128046671
4927325099,presence,66.05224,22.49805,2024.0,2010,0.7926945686340332
4927325269,presence,61.26709,15.3355,2024.0,2010,0.44466296831766766
4927325827,presence,67.12752,20.92751,2024.0,2010,0.9347382386525472
4927326123,presence,66.07487,19.79767,2024.0,2010,0.7442910273869833
4927326486,presence,63.97334,18.82102,2024.0,2010,0.9393710295359293
4927326631,presence,67.13538,20.90596,2024.0,2010,0.9014336665471395
4927329379,presence,67.128,20.92916,2024.0,2010,0.9791187644004822
4927333193,presence,65.96646,19.04089,2024.0,2010,0.9648122787475586
4927340367,presence,64.26862,20.1859,2024.0,2010,0.4210459093252818
4927341414,presence,66.61266,19.28612,2024.0,2010,0.7124152382214864
4927341416,presence,66.61412,19.08293,2024.0,2010,0.7362615466117859
